Sweep,C+,dropout,layers,learning_rate,loops,tau,weight_decay,mean accuracy,mean test accuracy
d0z7xucg,9.149434319921712,0.30926974483318437,[32],0.3612252794100855,100,269,0.4997935721354513,0.6370370370370371,0.5925925925925927
d0z7xucg,9.380639116153342,0.5805988903676728,[16],0.086170114,75,273,0.2211297729930441,0.6370370370370371,0.5925925925925927
d0z7xucg,7.362405168651122,0.9049601576848906,"[16,16]",0.27677232191001966,71,280,0.098223988,0.6370370370370371,0.5925925925925927
d0z7xucg,13.687286972031604,0.6996284715235113,"[32,32]",0.32450419359244553,82,281,0.5184812855049903,0.6370370370370371,0.5925925925925927
d0z7xucg,12.39840259551182,0.6599906336692775,[64],0.4814349000030438,101,225,0.098645434,0.457037037,0.44777777777777783
d0z7xucg,8.581107926408908,0.8016003466842696,[32],0.5173898809685814,71,486,0.5200768166114277,0.6370370370370371,0.5925925925925927
d0z7xucg,9.601074969926486,0.30402494620421583,"[64,64,64]",0.4531304785662348,73,355,0.084906994,0.6088888888888888,0.5696296296296297
d0z7xucg,17.28242735174566,0.7508483822908912,"[128,128,128]",0.18913233664119328,86,159,0.13291545643954977,0.44148148148148153,0.42333333333333345
d0z7xucg,18.972240932090592,0.5474119118783901,[64],0.1769106947533568,94,240,0.130482266,0.6370370370370371,0.5925925925925927
d0z7xucg,1.2015219408207536,0.1327654642429541,"[64,64]",0.18029706870645087,75,369,0.32141731747661306,0.6370370370370371,0.5925925925925927
d0z7xucg,1.263375090586605,0.7049989406640218,"[32,32]",0.1504191321780602,89,451,0.2317568870956015,0.6370370370370371,0.5925925925925927
d0z7xucg,7.192577004261284,0.49091054944388635,[16],0.041094872,93,121,0.003060479,0.6225925925925925,0.5737037037037038
d0z7xucg,5.300476556,0.6532716008008144,[128],0.39845255290468135,90,443,0.5360283803997606,0.5959259259259259,0.5603703703703704
d0z7xucg,18.620159591387623,0.7083675707934275,"[32,32,32]",0.44416839884854376,86,258,0.5475637574825631,0.6370370370370371,0.5925925925925927
d0z7xucg,6.452819794029321,0.23688272551299944,"[16,16,16]",0.491529477,80,63,0.4782279178823988,0.6370370370370371,0.5925925925925927
d0z7xucg,8.125391342483363,0.9651615219641458,"[64,64,64]",0.2024345139037609,86,151,0.18486111851250903,0.544074074,0.5207407407407408
d0z7xucg,17.74330660100245,0.2462110217158458,"[16,16,16]",0.24322758786053308,88,437,0.3456617424591254,0.6370370370370371,0.5925925925925927
d0z7xucg,20.063095610639056,0.20028667874803777,[32],0.10641931671634994,83,150,0.47564991127965367,0.6370370370370371,0.5925925925925927
d0z7xucg,18.88481137933345,0.5440839887950637,"[128,128,128]",0.2286708041676367,71,467,0.080210907,0.5603703703703704,0.5322222222222223
d0z7xucg,2.850549673867886,0.9397199569278586,[16],0.2638738235246705,90,72,0.5187269791310378,0.6370370370370371,0.5925925925925927
d0z7xucg,3.7647662655860046,0.14993345527823113,[64],0.12777486520384454,81,124,0.4938474530245255,0.6370370370370371,0.5925925925925927
d0z7xucg,4.989473481,0.5424456119183779,[32],0.4554325712719069,102,204,0.32043302808751123,0.6314814814814814,0.5911111111111111
d0z7xucg,1.0045303995765984,0.8131968866570454,[32],0.19974174356769617,94,65,0.4391288099669641,0.6370370370370371,0.5925925925925927
d0z7xucg,11.143472736411132,0.7369138722698545,"[128,128]",0.2801422174464313,89,487,0.3484193726425953,0.6370370370370371,0.5925925925925927
d0z7xucg,11.46582584701805,0.021652664,[32],0.2240622779389542,89,96,0.37881825058714336,0.6370370370370371,0.5925925925925927
d0z7xucg,6.548505612934599,0.7604307953300612,[32],0.27171823640731707,82,155,0.18964976228047695,0.6370370370370371,0.5925925925925927
d0z7xucg,9.430372839188443,0.8442987459281103,"[64,64]",0.3505493460526902,74,345,0.29728469735319246,0.5629629629629629,0.5325925925925926
d0z7xucg,14.924238422730792,0.19099746422248204,"[128,128,128]",0.1338496667866183,92,472,0.17996543137674817,0.6370370370370371,0.5925925925925927
d0z7xucg,0.8771567967619263,0.7029828194241349,"[16,16]",0.013414295796928072,82,417,0.165844635,0.6370370370370371,0.5925925925925927
d0z7xucg,17.249500961021802,0.6884692878712511,"[32,32]",0.07963754,72,187,0.037734323,0.6370370370370371,0.5925925925925927
d0z7xucg,12.089530376742362,0.1957010565276726,"[32,32]",0.2373905338605884,79,35,0.4059764104879245,0.6370370370370371,0.5925925925925927
d0z7xucg,5.621905418785973,0.8955053331618228,[32],0.053811455,98,157,0.363932828,0.6370370370370371,0.5925925925925927
d0z7xucg,2.4559227060979265,0.14703923923335688,"[32,32]",0.36266986986847366,97,468,0.18426648334182516,0.6370370370370371,0.5925925925925927
d0z7xucg,4.780296339869613,0.4000292990030052,[16],0.3950924369597043,86,340,0.3272042543745148,0.6370370370370371,0.5925925925925927
d0z7xucg,7.917005309481737,0.376934697,"[64,64]",0.3604475508256105,83,384,0.4870216017826114,0.6370370370370371,0.5925925925925927
d0z7xucg,19.146285574489724,0.46784971374652407,[16],0.2791296518107201,71,136,0.040912374530756704,0.6366666666666666,0.5925925925925927
d0z7xucg,19.841491721389307,0.7444882050386955,"[32,32,32]",0.19370199913163424,107,61,0.085939533,0.6370370370370371,0.5925925925925927
d0z7xucg,5.062608800660335,0.4693816697118222,[16],0.061858536615008945,91,393,0.21061885478087383,0.6370370370370371,0.5925925925925927
d0z7xucg,15.42560465873637,0.5894026501076265,"[16,16]",0.44108419121283177,83,272,0.084578259,0.6370370370370371,0.5925925925925927
d0z7xucg,12.272557238618807,0.4746908643091805,"[16,16,16]",0.26667866848139693,84,461,0.3720835638594964,0.6370370370370371,0.5925925925925927
d0z7xucg,7.304570604485627,0.7418724735060289,"[64,64,64]",0.24565486044036525,90,286,0.5458388100674001,0.6370370370370371,0.5925925925925927
d0z7xucg,7.258483174981443,0.099675078,"[128,128]",0.10164308140753268,107,156,0.014030679241759748,0.6107407407407407,0.5770370370370371
