Sweep,C+,dropout,layers,learning_rate,loops,tau,weight_decay,mean accuracy,mean test accuracy
u775d7nr,3.1338455258884137,0.3166526659676383,"[16,16,16]",0.38706558361362864,857,15,0.14461023978834545,0.24814371257485035,0.3082634730538923
u775d7nr,4.455466363069276,0.8907646343511932,[16],0.33096457889895087,883,374,0.4603134004250466,0.24712574850299407,0.30748502994011984
u775d7nr,8.459847853,0.070763926,"[64,64,64]",0.5359805933357308,912,262,0.314518378,0.24826347305389224,0.3082634730538923
u775d7nr,17.068835482370407,0.088302322,"[32,32,32]",0.3102902843745158,829,80,0.060195604,0.24814371257485035,0.3082634730538923
u775d7nr,16.020755512555944,0.46418701935786866,[128],0.3131199426248803,866,243,0.1961220364745735,0.24916167664670663,0.30904191616766474
u775d7nr,17.55444221838862,0.8237170138493939,"[32,32]",0.2232311656578828,977,288,0.038558766953031634,0.24916167664670663,0.30904191616766474
u775d7nr,5.4687142426730055,0.7317911946070681,[64],0.21683405290084257,714,91,0.20046012488930465,0.24814371257485035,0.3082634730538923
u775d7nr,1.5264130354626826,0.4819331850459936,"[64,64,64]",0.28516169772175876,990,130,0.3864020717353066,0.24814371257485035,0.3082634730538923
u775d7nr,0.6035158367129156,0.071652424,[128],0.4468801874890047,676,78,0.20494856870447303,0.24916167664670663,0.30904191616766474
u775d7nr,14.55760993,0.6784565101168595,[32],0.26284814961906283,928,258,0.363962898,0.24814371257485032,0.3082634730538923
u775d7nr,18.964943156652208,0.1029891208041422,"[16,16,16]",0.28481546755267867,769,409,0.39436908967161993,0.24814371257485032,0.3082634730538923
u775d7nr,3.2412741464783403,0.2498864970789967,"[64,64]",0.4758120307180845,935,126,0.3834250119768424,0.24712574850299407,0.30748502994011984
u775d7nr,19.907774562985065,0.20635079688572416,"[32,32,32]",0.16446924384678127,910,5,0.5251906147282203,0.24916167664670663,0.30904191616766474
u775d7nr,6.627060836,0.9911136561179384,"[128,128,128]",0.498357094,886,213,0.4005038576245238,0.24814371257485032,0.3082634730538923
u775d7nr,1.5625821275085157,0.8612496293002795,"[32,32]",0.4110421741861038,976,338,0.15344880690812843,0.24916167664670663,0.30904191616766474
u775d7nr,10.86423149015117,0.9994814635048606,"[64,64,64]",0.076418668,938,149,0.42591377922595375,0.24712574850299407,0.30748502994011984
u775d7nr,19.959599821584032,0.4031110423451719,"[128,128]",0.047895041624917326,774,390,0.056023658144586305,0.24916167664670663,0.30904191616766474
u775d7nr,4.470300357849425,0.7870459267373061,"[128,128,128]",0.2702725741940143,846,304,0.4623291152529069,0.24916167664670663,0.30904191616766474
u775d7nr,13.763179846555442,0.662171372,"[32,32]",0.14916714793799368,773,152,0.094311534,0.24916167664670663,0.30904191616766474
u775d7nr,1.0740157758181847,0.9850125669583172,"[16,16,16]",0.34740944844562244,840,337,0.3762076454698064,0.24916167664670663,0.30904191616766474
u775d7nr,20.650068631007528,0.2079845746478933,"[128,128,128]",0.16052494953260235,938,361,0.063576857,0.24814371257485035,0.3082634730538923
u775d7nr,2.9507321251589276,0.7792390824557822,"[64,64,64]",0.278670695,957,110,0.19581454328446213,0.24814371257485035,0.3082634730538923
u775d7nr,4.9290569248000455,0.6465568840482926,"[32,32]",0.2865576668646063,792,13,0.058196174,0.24916167664670663,0.30904191616766474
u775d7nr,0.5120243014004522,0.21710660501591417,"[64,64,64]",0.0778721,799,5,0.10505416611387382,0.24916167664670663,0.30904191616766474
u775d7nr,5.952035388569913,0.8939889302955653,"[16,16]",0.17483345455911814,755,207,0.37872247017001087,0.24712574850299407,0.30748502994011984
u775d7nr,4.973783360081118,0.9458887386046676,"[64,64]",0.5254288650944455,714,418,0.31180250095562156,0.24814371257485032,0.3082634730538923
u775d7nr,4.593501793329982,0.2235254566539095,"[64,64,64]",0.4020005929608677,847,131,0.046458112242868714,0.24814371257485032,0.3082634730538923
u775d7nr,4.528873338914499,0.8208415602164656,"[16,16]",0.34796103424139335,747,253,0.3130915046320084,0.24916167664670663,0.30904191616766474
u775d7nr,18.122308992526097,0.4244664306403134,[128],0.0004646,808,197,0.079875265,0.24820359281437132,0.3076047904191618
u775d7nr,10.546055834970163,0.9538666689060594,[16],0.42137083802090713,730,55,0.12685427612499972,0.24814371257485032,0.3082634730538923
