Sweep,C+,dropout,layers,learning_rate,loops,tau,weight_decay,mean accuracy,mean test accuracy
yla93px1,2.0308371556095617,0.1974050241993626,[16],0.32670652158742514,133,223,0.4395227139018306,0.32747916666666677,0.3262287972772686
yla93px1,13.170470706113305,0.4940479793237295,"[16,16,16]",0.4857056777831911,132,498,0.28850641111398323,0.3299166666666668,0.33055058461876285
yla93px1,14.735313762807994,0.05911818,"[128,128,128]",0.3470382676860763,97,249,0.47955996164599096,0.3372777777777779,0.3377328868639185
yla93px1,8.019332541,0.051131405811347466,"[32,32,32]",0.076022267,111,299,0.4158318073192803,0.3287708333333334,0.3283471482681013
yla93px1,16.781701311192382,0.9157495579155576,"[16,16,16]",0.5229830539559024,122,251,0.1603403329374641,0.3288750000000002,0.32761980567601695
yla93px1,7.604660208991657,0.37358333636501984,"[16,16]",0.4792950730744183,102,452,0.23618724437512675,0.3427500000000001,0.3431344348685295
yla93px1,16.761453270754615,0.7287502515361535,"[64,64]",0.377332073,123,15,0.15436829243688605,0.3387152777777779,0.34101333918867005
yla93px1,4.738836267643613,0.4560937609730525,"[64,64]",0.4984584010144329,115,48,0.027624759304878285,0.33011805555555557,0.32581215348301035
yla93px1,3.3271004660793926,0.8904075451065633,[32],0.033075257,118,242,0.086097301,0.33593055555555557,0.336562003
yla93px1,15.793760806364029,0.3318715827261321,"[16,16,16]",0.31501328429151915,115,262,0.033117829,0.33996527777777774,0.33885326892463086
yla93px1,1.8526188595197997,0.16175604518069903,[32],0.520252431,135,53,0.12877270257081994,0.32974305555555566,0.3302876434100018
yla93px1,0.737644317,0.7702449890746225,"[16,16,16]",0.5375189241361545,97,433,0.10317979544616404,0.32996527777777795,0.32941483229950064
yla93px1,17.824907711747976,0.4024094776352332,"[128,128]",0.3492418549474496,92,118,0.14528878457493996,0.3292152777777779,0.32844485919745303
yla93px1,13.261144392074108,0.9267036995288336,"[16,16]",0.4196682240520242,119,185,0.4435485038355819,0.32416666666666677,0.32242410934841087
yla93px1,3.6569946187027655,0.9626530330169188,[32],0.12242655832913488,120,311,0.23728785507547992,0.32544444444444454,0.32408080364494707
yla93px1,4.549303251972428,0.7665025220126727,"[64,64,64]",0.27510391,98,139,0.096403774,0.33488888888888896,0.33550804193884837
yla93px1,20.902131115299444,0.5997106024594849,[64],0.044396606673029464,132,286,0.15193966098374664,0.3451875000000001,0.34745622221002376
yla93px1,5.053887071728713,0.6915607159887495,[128],0.5042464775753933,118,130,0.059363398,0.3451319444444445,0.34323214579788114
yla93px1,16.746039644454385,0.2751975056889563,[128],0.012709393,100,371,0.2940077802319772,0.3320902777777779,0.33215073832134834
yla93px1,14.88391460550174,0.24708032038550057,"[32,32,32]",0.21375305573501088,113,142,0.2969749536191532,0.3361250000000001,0.33552505901081425
yla93px1,6.207582091866526,0.190259994,"[32,32,32]",0.035516494376370764,123,90,0.1298457640535081,0.3350486111111113,0.3340182247351377
yla93px1,9.891910647167512,0.30840130923310016,"[16,16]",0.2551014624233629,116,428,0.15778243451516702,0.3379791666666668,0.3401915792940661
yla93px1,4.366386389713905,0.2254723479977832,"[128,128,128]",0.5231161484357753,134,152,0.365492954,0.31347916666666675,0.30956084975572273
yla93px1,11.378618365131912,0.05698788,[32],0.2447843595687247,97,326,0.4215280217286007,0.32360416666666675,0.3198753911181863
yla93px1,11.03847938082938,0.632041424,"[128,128]",0.24047712810143643,92,31,0.3123488124364365,0.3420208333333335,0.3435653510457267
yla93px1,1.8874073188771725,0.13060299950522422,[128],0.26996257763980575,94,492,0.1546495148896838,0.3507361111111112,0.35289180435856626
yla93px1,11.464748510566343,0.20686223193036143,"[64,64]",0.22208822544203843,107,445,0.44325028976866454,0.33222916666666685,0.3320651040237143
yla93px1,9.980850609799395,0.13834042106722086,"[32,32]",0.3991686480997755,101,350,0.3805076417171252,0.34043750000000017,0.3416204644013834
yla93px1,12.251920545310314,0.7400859510096525,"[64,64]",0.1056461509641662,96,318,0.18715624994469093,0.3302083333333335,0.33037821814788404
yla93px1,14.93782752701622,0.8155561897477605,"[64,64]",0.24293653111634816,106,29,0.26318087242304067,0.33195833333333347,0.33227918976779947
yla93px1,14.749474992511695,0.069823081,[16],0.389750707,105,52,0.047037745,0.32711111111111113,0.322790251
yla93px1,0.40946337677058814,0.2619974796249229,"[128,128,128]",0.364061721,122,167,0.018774741,0.3428402777777778,0.3408272492726574
yla93px1,2.7111044826058315,0.5485803699850439,"[32,32]",0.11933473884333354,107,43,0.4049661875900932,0.3295000000000001,0.3279156831530989
yla93px1,11.731830058277222,0.5796344282143899,"[16,16]",0.3995356852156916,93,240,0.380350879,0.31220833333333337,0.3093231596860076
yla93px1,13.089305521874152,0.7265450379167585,"[64,64]",0.4414615850334146,116,283,0.10308376820045352,0.33943750000000006,0.34098699017401335
yla93px1,19.998300005662887,0.8855284867093505,"[16,16,16]",0.45359567284024355,97,107,0.11654935465506308,0.33302083333333343,0.33338694625898896
yla93px1,8.707206163,0.8028954487542671,"[32,32,32]",0.37836908167178174,121,172,0.40490576025684666,0.3358125000000001,0.3385914255914806
yla93px1,2.4345947200753963,0.9392697594335894,"[32,32]",0.4458122675786137,98,473,0.35783493316734966,0.32236111111111115,0.32106768403139924
yla93px1,8.360033941928604,0.7042203950174387,[16],0.1993630660437856,96,36,0.10540642947394813,0.3406944444444446,0.3422506450019215
yla93px1,3.698942128251901,0.8726991425576974,"[128,128,128]",0.18320895456149824,131,51,0.12109878549493872,0.33789583333333345,0.3364988746774991
yla93px1,20.983972976637947,0.7425402525230361,"[16,16]",0.3652383638807005,125,354,0.2524638710993687,0.3446250000000001,0.34491024866882597
yla93px1,0.6346413680016454,0.1618454270319322,[16],0.3645809252280662,134,164,0.38527373946416393,0.32531250000000006,0.3246280946368777
yla93px1,1.7345110707991898,0.017257379408227948,[32],0.5099987705673792,110,437,0.3983881264956993,0.3437430555555557,0.34541911401438236
yla93px1,10.758445446345023,0.7753419495888059,[64],0.5377944909172014,113,331,0.40883912055683946,0.32980555555555563,0.32792391722017905
yla93px1,19.60569720835972,0.1602275352615437,"[64,64,64]",0.035710757,99,115,0.4229150429256485,0.3392708333333334,0.34230938134709354
yla93px1,8.442888894350613,0.7346026861129356,"[64,64]",0.4539963958488144,101,115,0.44923637255950033,0.32905555555555566,0.32816874348136366
yla93px1,11.262597146339283,0.4603794775841932,"[32,32]",0.33015845,94,312,0.075983703,0.3407986111111112,0.3402409836965473
yla93px1,5.131593164132434,0.3040381095067215,"[64,64,64]",0.21052612372748045,95,318,0.1452382670109783,0.3250694444444445,0.32249766701432725
yla93px1,3.505534579691753,0.043323894,"[64,64]",0.075985827,102,326,0.05050777,0.34304166666666674,0.34227973870560474
yla93px1,18.673175084842793,0.8402089227240915,"[128,128,128]",0.5015182200791761,110,456,0.034219684,0.3366388888888888,0.33549761212054674
yla93px1,15.229812726658391,0.6415575306658047,[64],0.26843232723280624,100,334,0.166889735,0.3373472222222224,0.33728440467695026
yla93px1,17.322711980455022,0.8816166741763425,"[32,32,32]",0.45591942368644134,131,384,0.5522515029837474,0.33319444444444457,0.33184772465279694
yla93px1,14.228527844228555,0.4522471977321698,[128],0.11361580227008196,113,442,0.4796876608194622,0.33510416666666687,0.3361283416588902
yla93px1,16.212588137676924,0.8904983923781562,[16],0.040138262,121,209,0.090919094,0.33995833333333353,0.33979359938518977
yla93px1,9.464911256,0.4116498857661502,"[64,64]",0.3349500395151515,104,129,0.091640596,0.3311944444444446,0.3305621123126751
yla93px1,4.881305326019006,0.7776381070931253,"[64,64]",0.14518350766120805,132,346,0.4359281580423452,0.33410416666666687,0.333838173
yla93px1,20.441639630766787,0.382432036,[32],0.063784975,109,345,0.44816258985708674,0.33554166666666674,0.3361557885491575
yla93px1,7.409571505906351,0.042635956,[32],0.33871565188098696,118,107,0.092016277,0.33501388888888906,0.33584289400010986
yla93px1,12.38482877511619,0.10530989535141771,[128],0.024994031,109,451,0.5540113124579764,0.33683333333333354,0.3379875940055993
yla93px1,18.568482319563223,0.9140985560922248,"[64,64]",0.4977467203976488,134,23,0.4272102803869559,0.34159722222222233,0.34381896031179676
yla93px1,9.720524381576832,0.66196387,[16],0.24359969263778655,104,50,0.2672545659664707,0.33287500000000014,0.33457869023439657
yla93px1,12.092138913223698,0.041145409,"[64,64,64]",0.4041393057654786,121,175,0.17852318599909953,0.338888889,0.33877092825382893
yla93px1,13.51840202341468,0.6993357106368893,[16],0.11585827140729904,126,440,0.11411317518480137,0.3348055555555557,0.3336998408080366
yla93px1,1.5378935804334155,0.2868795165641934,"[32,32,32]",0.10215016962178863,106,30,0.099244307,0.3415069444444445,0.3436251852665094
yla93px1,1.0413147531427425,0.4770459125063138,"[32,32,32]",0.40914645254866777,104,214,0.3814140240079686,0.3330555555555557,0.33418619970357377
yla93px1,9.201146119,0.5293171493316556,"[16,16]",0.14858306853107034,108,10,0.28312747919638603,0.33035416666666684,0.33029148597463925
yla93px1,17.472676250737187,0.4013678394613775,[16],0.417857217,104,84,0.002932822,0.7169236111111112,0.7014354723609815
yla93px1,13.39906866512168,0.5729359834253783,"[64,64]",0.24103643187573437,137,445,0.20676445129520912,0.3336666666666667,0.33409672284130226
yla93px1,20.282870633063354,0.6458823167621598,"[32,32]",0.4714477493687793,93,27,0.46644699007111823,0.33742361111111124,0.33765438875775394
yla93px1,16.786208432654078,0.8890173518147841,[32],0.3845142729629053,117,490,0.45565005748590914,0.32647222222222233,0.3262941208761048
